Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,tag
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,23.0,8.3,39.0,KCET,M,Video Games
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0.0,0.05,0.28,,,6.4,18.0,Rebellion,M,Video Games
NES Remix,WiiU,2014,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,34.0,7.1,133.0,Indies Zero,E,Video Games
Skylanders: Trap Team,3DS,2014,Action,Activision,0.16,0.1,0.0,0.02,0.28,,,3.4,5.0,Toys for Bob,E10+,Video Games
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,,,,,,,Video Games
Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.28,57.0,11.0,5.8,4.0,THQ,E,Video Games
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,82.0,19.0,8.4,11.0,Midway,E,Video Games
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70.0,65.0,7.3,87.0,GRIN,M,Video Games
Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.09,0.0,0.02,0.28,66.0,18.0,6.6,16.0,Electronic Arts,E,Video Games
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.11,0.0,0.05,0.28,66.0,13.0,7.1,7.0,EA Bright Light,E,Video Games
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,41.0,6.5,17.0,Zindagi Games,E10+,Video Games
Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,,,,,,,Video Games
Thief (2014),X360,2014,Action,Square Enix,0.14,0.11,0.0,0.02,0.28,,,,,,,Video Games
Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,54.0,15.0,,,Takara,E,Video Games
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65.0,23.0,4.9,11.0,Zoom,T,Video Games
Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,,,Sensory Sweep,E,Video Games
Kakyuusei,SAT,1997,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,,,,,,,Video Games
Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,55.0,14.0,3.9,13.0,HB Studios Multimedia,E,Video Games
CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,0.12,0.13,0.0,0.03,0.28,,,,,Telltale Games,M,Video Games
Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,,,,,,,Video Games
Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28,71.0,28.0,,,Toys for Bob,E10+,Video Games
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0.0,0.02,0.28,,,,,Land Ho!,E,Video Games
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89.0,36.0,7.6,62.0,Sega AM2,T,Video Games
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.16,0.28,55.0,4.0,7.5,13.0,LucasArts,T,Video Games
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,Exient Entertainment,E,Video Games
F-1 Grand Prix,SNES,1992,Racing,Video System,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
SimCity 2000,SAT,1994,Simulation,Sega,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Deer Hunter,PS2,2003,Sports,Atari,0.14,0.11,0.0,0.04,0.28,,,8.5,17.0,Coresoft,T,Video Games
Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,,,,,,,Video Games
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,,,,,,,Video Games
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78.0,15.0,7.7,10.0,"Z-Axis, Ltd.",T,Video Games
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,Ganbarion,T,Video Games
Wappy Dog,DS,2011,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,,,,Sega Toys,E,Video Games
Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28,,,,,,,Video Games
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.0,0.04,0.28,,,,,Blitz Games,E10+,Video Games
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,43.0,7.8,17.0,Exakt,M,Video Games
Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham,T,Video Games
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28,55.0,4.0,,,EA Canada,E,Video Games
Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.23,0.02,0.0,0.02,0.28,56.0,15.0,5.8,8.0,AWE Games,E10+,Video Games
Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,,,,,,,Video Games
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,29.0,9.1,127.0,KCET,T,Video Games
Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57.0,9.0,7.0,4.0,Presto Studios,E,Video Games
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0,Atlus,M,Video Games
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,,,,,,,Video Games
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,Visceral Games,M,Video Games
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0.0,0.0,0.28,0.0,0.28,,,,,,,Video Games
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28,,,,,,,Video Games
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.2,35.0,SCE Japan Studio,E,Video Games
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.3,6.0,Activision,E10+,Video Games
Ace Attorney 6,3DS,2016,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0.0,0.04,0.27,,,,,Sand Grain Studios,T,Video Games
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,65.0,9.0,,,Ornith,E,Video Games
Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0.0,0.0,0.27,,,,,,,Video Games
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,32.0,6.5,8.0,Studio Gigante,M,Video Games
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,Video Games
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.27,,,,,,,Video Games
Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66.0,9.0,5.8,12.0,Pyramid,T,Video Games
Over the Hedge,DS,2006,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,6.4,9.0,Vicarious Visions,E,Video Games
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,69.0,11.0,,,Konami,E,Video Games
Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,0.0,0.0,0.26,0.02,0.27,,,,,,,Video Games
Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,,,,,,,Video Games
M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,,,,,,,Video Games
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,42.0,8.1,87.0,SCE Japan Studio,M,Video Games
NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.27,,,5.0,7.0,Visual Concepts,E,Video Games
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,79.0,20.0,8.7,11.0,Black Box,E,Video Games
GRID 2,X360,2013,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters,E,Video Games
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0.0,0.17,0.27,,,,,EA Bright Light,E,Video Games
Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6.0,7.0,Heavy Iron Studios,M,Video Games
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,Video Games
Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,,,,,,,Video Games
Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.13,0.12,0.0,0.02,0.27,,,,,,,Video Games
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,11.0,8.1,7.0,"Z-Axis, Ltd.",E,Video Games
The Evil Within,PC,2014,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,Video Games
Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.02,0.27,,,8.0,60.0,BioWare,M,Video Games
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia",T,Video Games
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,Video Games
WWII Aces,Wii,2008,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.4,18.0,Arcade Moon,T,Video Games
Guitar Hero Live,PS3,2015,Misc,Activision,0.11,0.12,0.0,0.04,0.27,,,5.1,22.0,"Activision, FreeStyleGames",T,Video Games
Beamrider,2600,1984,Racing,Activision,0.26,0.01,0.0,0.0,0.27,,,,,,,Video Games
Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0,Eurocom Entertainment Software,E,Video Games
Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.5,20.0,Codemasters,T,Video Games
Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,57.0,10.0,,,Attention To Detail,E,Video Games
Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.17,0.08,0.0,0.02,0.27,,,,,Firebrand Games,E,Video Games
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9.0,59.0,Monolith Soft,T,Video Games
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Iron Man 2,X360,2010,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,Video Games
Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Venom Games,T,Video Games
NickToons: Racing,GBA,2002,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,78.0,4.0,,,Crawfish Interactive,E,Video Games
iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,0.25,0.0,0.0,0.02,0.27,,,,,Big Blue Bubble Inc.,E,Video Games
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds",M,Video Games
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,57.0,19.0,,,SCEE London Studio,E,Video Games
Bridge,2600,1980,Misc,Activision,0.25,0.02,0.0,0.0,0.27,,,,,,,Video Games
G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,,,,,Eurocom Entertainment Software,E10+,Video Games
Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.25,0.0,0.0,0.02,0.27,,,,,Mastiff,T,Video Games
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,69.0,9.1,33.0,Digital Illusions,E,Video Games
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco,E,Video Games
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,Video Games
Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,Video Games
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49.0,11.0,,,Vicarious Visions,E,Video Games
Wave Rally,PS2,2001,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,62.0,17.0,,,Opus,E,Video Games
Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.09,0.14,0.0,0.04,0.27,,,,,,,Video Games
Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,67.0,12.0,,,Avalanche Software,E10+,Video Games
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,167.0,EA Sports,E10+,Video Games
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5.0,346.0,Frontier Developments,E,Video Games
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,Video Games
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume,E,Video Games
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,,,,,,,Video Games
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,Racjin,T,Video Games
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E,Video Games
BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.5,21.0,Terminal Reality,M,Video Games
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,Video Games
The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,6.8,43.0,Bizarre Creations,M,Video Games
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,8.8,5.0,EA Sports,E,Video Games
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,Video Games
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix,T,Video Games
Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.03,0.27,78.0,23.0,,,Team Fusion,E,Video Games
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,,,,,,,Video Games
Shadow Man,N64,1999,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,,,,,,,Video Games
Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,,,,,,,Video Games
NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,,,,,,,Video Games
Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom,M,Video Games
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,,,,Video Games
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.27,,,,,,,Video Games
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,Video Games
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8.0,28.0,EA Games,E10+,Video Games
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,Video Games
Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T,Video Games
Monopoly,DS,2010,Misc,Electronic Arts,0.15,0.09,0.0,0.02,0.27,,,,,,,Video Games
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,Video Games
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios,T,Video Games
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.27,71.0,11.0,,,HotGen,E,Video Games
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.05,0.0,0.03,0.27,,,8.5,4.0,FUN Labs,E,Video Games
Wipeout 2,X360,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,,,,,Endemol,E10+,Video Games
MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6.0,5.0,Namco,E,Video Games
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,,,,Video Games
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,Video Games
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,Video Games
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,Video Games
Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,,,,,Video Games
LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,TT Games,E10+,Video Games
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,,,,,,Video Games
NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports,E,Video Games
XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,,,,,,,Video Games
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,13.0,,,EA Sports,E,Video Games
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
Punch-Out!!,Wii,2007,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,,,,,,,Video Games
Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.16,0.08,0.0,0.02,0.27,,,,,,,Video Games
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,,,,Square Enix,T,Video Games
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,,,,,,Video Games
NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,13.0,,,EA Tiburon,E,Video Games
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,,,,,Konami,E,Video Games
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7.0,4.0,Kuju Entertainment,M,Video Games
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,,,,Video Games
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4.0,,,Amble,E,Video Games
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,,,,,,,Video Games
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T,Video Games
Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,,,,Electronic Arts,E,Video Games
Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,Video Games
I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,0.25,0.0,0.0,0.02,0.27,,,,,Gusto Games,E,Video Games
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont,T,Video Games
The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.4,21.0,Blue Castle Games,E,Video Games
Initial D: Special Stage,PS2,2003,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,,,,,,Video Games
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,Video Games
Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,,,,,,Video Games
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10.0,,,989 Sports,E,Video Games
